易发TV-香蕉出品,#genre#
CCTV-6电影,http://183.236.32.24:9901/hls/1006/index.m3u8
CCTV-7国防军事,http://183.236.32.24:9901/hls/1007/index.m3u8
CCTV-8电视剧,http://183.236.32.24:9901/hls/1008/index.m3u8
CCTV-9记录,http://183.236.32.24:9901/hls/1009/index.m3u8
CCTV-10科教,http://183.236.32.24:9901/hls/1010/index.m3u8
CCTV-11戏曲,http://183.236.32.24:9901/hls/1011/index.m3u8
CCTV-12社会与法,http://183.236.32.24:9901/hls/1012/index.m3u8
CCTV-13新闻,http://183.236.32.24:9901/hls/1013/index.m3u8
CCTV-14少儿,http://183.236.32.24:9901/hls/1014/index.m3u8
CCTV-15音乐,http://183.236.32.24:9901/hls/1015/index.m3u8
CCTV-16奥利匹克,http://183.236.32.24:9901/hls/1016/index.m3u8
CCTV-17农业农村,http://183.236.32.24:9901/hls/1017/index.m3u8
广东卫视,http://183.236.32.24:9901/hls/1018/index.m3u8
湖南卫视,http://183.236.32.24:9901/hls/1020/index.m3u8
浙江卫视,http://183.236.32.24:9901/hls/1021/index.m3u8
东方卫视,http://183.236.32.24:9901/hls/1022/index.m3u8
黑龙江卫视,http://183.236.32.24:9901/hls/1023/index.m3u8
北京卫视,http://183.236.32.24:9901/hls/1024/index.m3u8
江西卫视,http://183.236.32.24:9901/hls/1025/index.m3u8
山东卫视,http://183.236.32.24:9901/hls/1026/index.m3u8
四川卫视,http://183.236.32.24:9901/hls/1027/index.m3u8
安徽卫视,http://183.236.32.24:9901/hls/1028/index.m3u8
辽宁卫视,http://183.236.32.24:9901/hls/1029/index.m3u8
湖北卫视,http://183.236.32.24:9901/hls/1030/index.m3u8
天津卫视,http://183.236.32.24:9901/hls/1031/index.m3u8
重庆卫视,http://183.236.32.24:9901/hls/1033/index.m3u8
贵州卫视,http://183.236.32.24:9901/hls/1034/index.m3u8
河北卫视,http://183.236.32.24:9901/hls/1035/index.m3u8
嘉佳卡通,http://183.236.32.24:9901/hls/1047/index.m3u8
卡酷动画,http://183.236.32.24:9901/hls/1048/index.m3u8
金鹰卡通,http://183.236.32.24:9901/hls/1049/index.m3u8
炫动卡通,http://183.236.32.24:9901/hls/1050/index.m3u8
优漫卡通,http://183.236.32.24:9901/hls/1051/index.m3u8

重庆酒店,#genre#
CCTV1综合,http://183.66.13.82:60033/tsfile/live/0001_1.m3u8?key=txiptv
CCTV2财经,http://183.66.13.82:60033/tsfile/live/0002_1.m3u8?key=txiptv
CCTV3综艺,http://183.66.13.82:60033/tsfile/live/0003_1.m3u8?key=txiptv
CCTV4国际,http://183.66.13.82:60033/tsfile/live/0004_1.m3u8?key=txiptv
CCTV5体育,http://183.66.13.82:60033/tsfile/live/0005_1.m3u8?key=txiptv
CCTV6电影,http://183.66.13.82:60033/tsfile/live/0006_1.m3u8?key=txiptv
CCTV7军农,http://183.66.13.82:60033/tsfile/live/0007_1.m3u8?key=txiptv
CCTV8电视剧,http://183.66.13.82:60033/tsfile/live/0008_1.m3u8?key=txiptv
CCTV9纪录,http://183.66.13.82:60033/tsfile/live/0009_1.m3u8?key=txiptv
CCTV10科教,http://183.66.13.82:60033/tsfile/live/0010_1.m3u8?key=txiptv
CCTV11戏曲,http://183.66.13.82:60033/tsfile/live/0011_1.m3u8?key=txiptv
CCTV12高清,http://183.66.13.82:60033/tsfile/live/0012_1.m3u8?key=txiptv
CCTV13新闻,http://183.66.13.82:60033/tsfile/live/0013_1.m3u8?key=txiptv
CCTV14少儿,http://183.66.13.82:60033/tsfile/live/0014_1.m3u8?key=txiptv
CCTV15音乐,http://183.66.13.82:60033/tsfile/live/0015_1.m3u8?key=txiptv
重庆科教,http://183.66.13.82:60033/tsfile/live/0016_1.m3u8?key=txiptv
重庆卫视,http://183.66.13.82:60033/tsfile/live/0018_1.m3u8?key=txiptv
重庆新闻,http://183.66.13.82:60033/tsfile/live/0019_1.m3u8?key=txiptv
湖南卫视,http://183.66.13.82:60033/tsfile/live/0128_1.m3u8?key=txiptv
浙江卫视,http://183.66.13.82:60033/tsfile/live/0124_1.m3u8?key=txiptv
江苏卫视,http://183.66.13.82:60033/tsfile/live/0127_1.m3u8?key=txiptv
安徽卫视,http://183.66.13.82:60033/tsfile/live/0130_1.m3u8?key=txiptv
北京卫视,http://183.66.13.82:60033/tsfile/live/0122_1.m3u8?key=txiptv
天津卫视,http://183.66.13.82:60033/tsfile/live/0135_1.m3u8?key=txiptv
辽宁卫视,http://183.66.13.82:60033/tsfile/live/0121_1.m3u8?key=txiptv
山东卫视,http://183.66.13.82:60033/tsfile/live/0131_1.m3u8?key=txiptv
黑龙江卫视,http://183.66.13.82:60033/tsfile/live/0143_1.m3u8?key=txiptv
深圳卫视,http://183.66.13.82:60033/tsfile/live/0126_1.m3u8?key=txiptv
湖北卫视,http://183.66.13.82:60033/tsfile/live/0132_1.m3u8?key=txiptv
上海卫视,http://183.66.13.82:60033/tsfile/live/0107_1.m3u8?key=txiptv
河北卫视,http://183.66.13.82:60033/tsfile/live/0117_1.m3u8?key=txiptv
贵州卫视,http://183.66.13.82:60033/tsfile/live/0120_1.m3u8?key=txiptv
东南卫视,http://183.66.13.82:60033/tsfile/live/0137_1.m3u8?key=txiptv
广东卫视,http://183.66.13.82:60033/tsfile/live/0125_1.m3u8?key=txiptv
青海卫视,http://183.66.13.82:60033/tsfile/live/0140_1.m3u8?key=txiptv
西藏卫视,http://183.66.13.82:60033/tsfile/live/0111_1.m3u8?key=txiptv
内蒙古卫视,http://183.66.13.82:60033/tsfile/live/0109_1.m3u8?key=txiptv
新疆卫视,http://183.66.13.82:60033/tsfile/live/0110_1.m3u8?key=txiptv
兵团卫视,http://183.66.13.82:60033/tsfile/live/0115_1.m3u8?key=txiptv
甘肃卫视,http://183.66.13.82:60033/tsfile/live/0141_1.m3u8?key=txiptv
宁夏卫视,http://183.66.13.82:60033/tsfile/live/0112_1.m3u8?key=txiptv
金鹰卡通,http://183.66.13.82:60033/tsfile/live/0117_2.m3u8?key=txiptv
嘉佳卡通,http://183.66.13.82:60033/tsfile/live/0119_1.m3u8?key=txiptv
卡酷动画,http://183.66.13.82:60033/tsfile/live/0126_2.m3u8?key=txiptv
少儿动画,http://183.66.13.82:60033/tsfile/live/0140_2.m3u8?key=txiptv
经典电影,http://183.66.13.82:60033/tsfile/live/0111_2.m3u8?key=txiptv
喜剧影院,http://183.66.13.82:60033/tsfile/live/0109_2.m3u8?key=txiptv
动作影院,http://183.66.13.82:60033/tsfile/live/0110_2.m3u8?key=txiptv

上海酒店,#genre#
CCTV1综合,http://116.237.248.80:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV2财经,http://116.237.248.80:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV3综艺,http://116.237.248.80:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV4国际,http://116.237.248.80:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV5体育,http://116.237.248.80:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV6电影,http://116.237.248.80:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV7军农,http://116.237.248.80:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV8电视剧,http://116.237.248.80:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV10科教,http://116.237.248.80:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV9纪录,http://116.237.248.80:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV12社会与法,http://116.237.248.80:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV13新闻,http://116.237.248.80:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV14少儿,http://116.237.248.80:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV15音乐,http://116.237.248.80:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV17,http://116.237.248.80:9901/tsfile/live/0019_1.m3u8?key=txiptv
上海卫视,http://116.237.248.80:9901/tsfile/live/0107_1.m3u8?key=txiptv
都市剧场,http://116.237.248.80:9901/tsfile/live/1004_1.m3u8?key=txiptv
上海纪实,http://116.237.248.80:9901/tsfile/live/1005_1.m3u8?key=txiptv
法制天地,http://116.237.248.80:9901/tsfile/live/1006_1.m3u8?key=txiptv
上海教育,http://116.237.248.80:9901/tsfile/live/1007_1.m3u8?key=txiptv
崇明综合,http://116.237.248.80:9901/tsfile/live/1009_1.m3u8?key=txiptv
五星体育,http://116.237.248.80:9901/tsfile/live/1010_1.m3u8?key=txiptv
上海电视剧,http://116.237.248.80:9901/tsfile/live/1013_1.m3u8?key=txiptv
新闻综合,http://116.237.248.80:9901/tsfile/live/1000_1.m3u8?key=txiptv
都市频道,http://116.237.248.80:9901/tsfile/live/1001_1.m3u8?key=txiptv
甘肃卫视,http://116.237.248.80:9901/tsfile/live/0113_1.m3u8?key=txiptv
吉林卫视,http://116.237.248.80:9901/tsfile/live/0116_1.m3u8?key=txiptv
河北卫视,http://116.237.248.80:9901/tsfile/live/0117_1.m3u8?key=txiptv
广西卫视,http://116.237.248.80:9901/tsfile/live/0118_1.m3u8?key=txiptv
云南卫视,http://116.237.248.80:9901/tsfile/live/0119_1.m3u8?key=txiptv
贵州卫视,http://116.237.248.80:9901/tsfile/live/0120_1.m3u8?key=txiptv
辽宁卫视,http://116.237.248.80:9901/tsfile/live/0121_1.m3u8?key=txiptv
北京卫视,http://116.237.248.80:9901/tsfile/live/0122_1.m3u8?key=txiptv
四川卫视,http://116.237.248.80:9901/tsfile/live/0123_1.m3u8?key=txiptv
浙江卫视,http://116.237.248.80:9901/tsfile/live/0124_1.m3u8?key=txiptv
广东卫视,http://116.237.248.80:9901/tsfile/live/0125_1.m3u8?key=txiptv
深圳卫视,http://116.237.248.80:9901/tsfile/live/0126_1.m3u8?key=txiptv
江苏卫视,http://116.237.248.80:9901/tsfile/live/0127_1.m3u8?key=txiptv
湖南卫视,http://116.237.248.80:9901/tsfile/live/0128_1.m3u8?key=txiptv
安徽卫视,http://116.237.248.80:9901/tsfile/live/0130_1.m3u8?key=txiptv
山东卫视,http://116.237.248.80:9901/tsfile/live/0131_1.m3u8?key=txiptv
湖北卫视,http://116.237.248.80:9901/tsfile/live/0132_1.m3u8?key=txiptv
天津卫视,http://116.237.248.80:9901/tsfile/live/0135_1.m3u8?key=txiptv
陕西卫视,http://116.237.248.80:9901/tsfile/live/0136_1.m3u8?key=txiptv
东南卫视,http://116.237.248.80:9901/tsfile/live/0137_1.m3u8?key=txiptv
江西卫视,http://116.237.248.80:9901/tsfile/live/0138_1.m3u8?key=txiptv
河南卫视,http://116.237.248.80:9901/tsfile/live/0139_1.m3u8?key=txiptv
重庆卫视,http://116.237.248.80:9901/tsfile/live/0142_1.m3u8?key=txiptv
东方财经HD,http://116.237.248.80:9901/tsfile/live/1002_1.m3u8?key=txiptv

移动央视,#genre#
CCTV1HD,http://mtw.so/6heoTA
CCTV2HD,http://mtw.so/6oKBGx
CCTV3HD,http://mtw.so/6wgOLe
CCTV4HD,http://mtw.so/5y789F
CCTV5HD,http://mtw.so/5FDiD4
CCTV6HD,http://mtw.so/5NPW4c
CCTV7HD,http://mtw.so/62RWcG
CCTV8HD,http://mtw.so/69IbP3
CCTV9HD,http://mtw.so/6heoS8
CCTV10HD,http://mtw.so/6oKBGH
CCTV11HD,http://mtw.so/5y75Nx
CCTV12HD,http://mtw.so/5GnVnH
CCTV13HD,http://mtw.so/5NPWhK
CCTV14HD,http://mtw.so/5Vm9mr
CCTV15HD,http://mtw.so/69Ic2B
东方卫视HD,http://mtw.so/6hep7i
北京卫视HD,http://mtw.so/6wgP0y
山东卫视HD,http://mtw.so/5y75NH
江苏卫视HD,http://mtw.so/5FDiSo
浙江卫视HD,http://mtw.so/5GnVmf
湖南卫视HD,http://mtw.so/6oKBYh

电信央视,#genre#
CCTV1高清,http://mtw.so/69P3JP
CCTV2高清,http://mtw.so/6hh4Fu
CCTV3高清,http://mtw.so/6oNhKb
CCTV4高清,http://mtw.so/6wjuOS
CCTV5+高清,http://mtw.so/5y9Odj
CCTV5高清,http://mtw.so/5FFBh6
CCTV6高清,http://mtw.so/5GqdMz
CCTV7高清,http://mtw.so/5NWofY
CCTV8高清,http://mtw.so/5VsBj3
CCTV9高清,http://mtw.so/62iQFi
CCTV10高清,http://mtw.so/69P3JZ
CCTV11高清,http://mtw.so/6hh4FE
CCTV12高清,http://mtw.so/6oNhKl
CCTV13高清,http://mtw.so/6wjuP2
CCTV14高清,http://mtw.so/5y9Odt
CCTV15高清,http://mtw.so/5FFBhg
重庆卫视高清,http://mtw.so/5GqdMJ


黑龙江移动V6,#genre#
CCTV1[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225678/index.m3u8
CCTV1[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226005/index.m3u8
CCTV1[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225766/index.m3u8
CCTV1[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225769/index.m3u8
CCTV1[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226013/index.m3u8
CCTV1[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226003/index.m3u8
CCTV1[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226006/index.m3u8
CCTV2[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225746/index.m3u8
CCTV2[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV2[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226024/index.m3u8
CCTV3[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225754/index.m3u8
CCTV3[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225785/index.m3u8
CCTV3[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8
CCTV5[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225753/index.m3u8
CCTV5[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225591/index.m3u8
CCTV5+[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225752/index.m3u8
CCTV5+[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225689/index.m3u8
CCTV5+[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225751/index.m3u8
CCTV6[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225786/index.m3u8
CCTV6[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225593/index.m3u8
CCTV7[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226027/index.m3u8
CCTV8[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225787/index.m3u8
CCTV8[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225595/index.m3u8
CCTV9[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225596/index.m3u8
CCTV10[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV12[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV11[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV12[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225598/index.m3u8
CCTV13[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV14[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225600/index.m3u8
CCTV14[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV15[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV17[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CGTN[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225602/index.m3u8
CGTN[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225604/index.m3u8
湖南卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
江苏卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225644/index.m3u8
浙江卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225643/index.m3u8
浙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
江西卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225615/index.m3u8
四川卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225621/index.m3u8
东南卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
重庆卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
辽宁卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
河北卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225623/index.m3u8
广西卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225622/index.m3u8
山西卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
陕西卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
贵州卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
青海卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
湖北卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225705/index.m3u8
湖北卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
安徽卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225727/index.m3u8
安徽卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225631/index.m3u8
内蒙古卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
新疆卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
甘肃卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
西藏卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
吉林卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225637/index.m3u8
云南卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225636/index.m3u8
海南卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
黑龙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225640/index.m3u8
黑龙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225658/index.m3u8
东方卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225700/index.m3u8
东方卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225647/index.m3u8
山东卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225737/index.m3u8
山东卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225650/index.m3u8
深圳卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225645/index.m3u8
深圳卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
天津卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225648/index.m3u8
天津卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
北京卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225651/index.m3u8
北京卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225749/index.m3u8
北京卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225701/index.m3u8
广东卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225736/index.m3u8
广东卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225641/index.m3u8
广东卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225699/index.m3u8
康巴卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
兵团卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226030/index.m3u8
安多卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
CETV1[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
金鹰卡通[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
KAKU少儿[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
优漫卡通[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
山东教育[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
哈哈炫动[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑莓电影[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225667/index.m3u8
黑莓动画[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓动画[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225744/index.m3u8
电视剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
电影轮播[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
Newtv古装[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
Newtv惊悚[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
Newtv动作[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
Newtv综艺[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
Newtv军事[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
Newtv爱情[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
Newtv精品大剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
Newtv记录[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
Newtv体育[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
Newtv军旅[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
Newtv农业[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
Newtv潮妈[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
Newtv武博[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
Newtv家庭[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
Newtv健康[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
Newtv东北热剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
Newtv欢乐剧场[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
Newtv炫舞[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
风尚购物[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225679/index.m3u8
哒啵赛事[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
家有购物[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225682/index.m3u8
聚鲨环球[1024*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225708/index.m3u8
央广购物[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225709/index.m3u8
哒啵赛事[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225712/index.m3u8
超级综艺[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
哒啵赛事[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225713/index.m3u8
超级体育[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
冬奥纪实[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
冬奥纪实[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225756/index.m3u8
纪实人文[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225748/index.m3u8
纪实人文[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
好享购物[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225757/index.m3u8
测试[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225758/index.m3u8
哈尔滨娱乐[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225759/index.m3u8
哈尔滨影视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225760/index.m3u8
哈尔滨新闻[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225745/index.m3u8
